Line,ped.donor,best.matches,all.intros.match.ped,N.blocks.unfiltered,Total.Intro.Sizes.Unfiltered,Total.Intro.Prop.Unfiltered,N.blocks.filtered,N.mismatch.blocks,N.NA.blocks,N.donor.matches
Ki11/B73 NIL-1038,Ki11,NC358/B73,FALSE,2,8526358.5,0.00402186721698113,2,2,0,2
Ki11/B73 NIL-1039A,Ki11,Ki11,TRUE,3,139943022,0.0660108594339623,1,0,0,1
Ki11/B73 NIL-1039B,Ki11,Ki11,TRUE,2,141181500.5,0.0665950474056604,1,0,0,1
Ki11/B73 NIL-1046,Ki11,Ki11,TRUE,1,144388867,0.0681079561320755,1,0,0,1
Ki11/B73 NIL-1054,Ki11,Ki11,TRUE,1,162561710,0.0766800518867925,1,0,0,1
Ki11/B73 NIL-1059,Ki11,Ki11,TRUE,5,37610197.5,0.0177406591981132,5,0,1,1
Ki11/B73 NIL-1062A,Ki11,Ki11,TRUE,1,37950748.5,0.0179012964622642,1,0,0,1
Ki11/B73 NIL-1063,Ki11,Ki11,TRUE,4,346370311.5,0.16338222240566,3,0,0,1
Ki11/B73 NIL-1066,Ki11,Ki11,TRUE,6,26322639.5,0.0124163393867925,4,0,0,1
Ki11/B73 NIL-1080,Ki11,Ki11,TRUE,2,9053157,0.0042703570754717,2,0,0,1
Ki11/B73 NIL-1081,Ki11,Ki11,TRUE,1,8906106,0.00420099339622642,1,0,0,1
Ki11/B73 NIL-1086,Ki11,Ki11,TRUE,3,59596237.5,0.0281114327830189,2,0,0,1
Ki11/B73 NIL-1090,Ki11,Ki11,TRUE,4,125155224.5,0.059035483254717,2,0,1,1
Ki11/B73 NIL-1097A,Ki11,Ki11,TRUE,3,168705915,0.0795782617924528,2,0,0,1
Ki11/B73 NIL-1097B,Ki11,Ki11,TRUE,2,168664350.5,0.0795586558962264,2,0,0,1
Ki11/B73 NIL-1104,Ki11,Ki11,TRUE,3,6868188,0.00323971132075472,1,0,0,1
Ki11/B73 NIL-1106,Ki11,Ki11,TRUE,3,90978393.5,0.0429143365566038,3,0,0,1
Ki11/B73 NIL-1112,Ki11,Ki11,TRUE,1,5944873.5,0.00280418561320755,1,0,0,1
Ki11/B73 NIL-1115,Ki11,Ki11,TRUE,3,23343083,0.0110108882075472,2,0,0,1
Ki11/B73 NIL-1117A,Ki11,Ki11,TRUE,7,26411968.5,0.0124584757075472,3,0,0,1
